County,2020 Median,2021 Median,2022 Median,2023 Median,Median Home Price (2023)
"Custer County, Montana",164900,178900,203000,219500,219500
"Daniels County, Montana",165000,178900,203000,219500,219500
"Dawson County, Montana",168750,178900,203000,219500,219500
"Deer Lodge County, Montana",164900,178900,203000,219500,219500
"Fallon County, Montana",166143,178900,203000,219500,219500
"Fergus County, Montana",165500,178900,203000,219500,219500
"Flathead County, Montana",277500,305000,369000,451000,451000
"Gallatin County, Montana",332000,359950,450000,490000,490000
"Garfield County, Montana",164900,178900,203000,219500,219500
"Glacier County, Montana",164900,178900,203000,219500,219500
"Golden Valley County, Montana",164900,178900,203000,219500,219500
"Granite County, Montana",193000,208000,237300,245000,245000
"Hill County, Montana",165000,178900,203000,219500,219500
"Jefferson County, Montana",279250,289000,312000,340000,340000
"Judith Basin County, Montana",164900,178900,203000,219500,219500
"Lake County, Montana",239000,250000,312375,345000,345000
"Lewis and Clark County, Montana",256300,275000,315000,380000,380000
"Liberty County, Montana",164900,178900,203000,219500,219500
"Lincoln County, Montana",189000,199000,228000,270000,270000
"McCone County, Montana",180000,192500,203000,219500,219500
"Madison County, Montana",231000,237500,266200,299750,299750
"Meagher County, Montana",164900,178900,203000,219500,219500
"Mineral County, Montana",181000,189500,225000,250000,250000
"Missoula County, Montana",300000,320000,380000,468500,468500
"Musselshell County, Montana",195000,196500,205000,220000,220000
"Park County, Montana",235000,257900,320000,374750,374750
"Petroleum County, Montana",164900,178900,203000,219500,219500
"Phillips County, Montana",164900,178900,203000,219500,219500
"Pondera County, Montana",164900,178900,203000,219500,219500
"Powder River County, Montana",164900,178900,203000,219500,219500
"Powell County, Montana",164900,178900,203000,219500,219500
"Prairie County, Montana",164900,178900,203000,219500,219500
"Ravalli County, Montana",280000,305000,348500,425000,425000
"Richland County, Montana",239950,235000,235750,240000,240000
"Roosevelt County, Montana",164900,178900,203000,219500,219500
"Rosebud County, Montana",164900,178900,203000,219500,219500
"Sanders County, Montana",216000,225000,249900,275000,275000
"Sheridan County, Montana",164900,178900,203000,219500,219500
"Silver Bow County, Montana",165000,179000,203000,230000,230000
"Stillwater County, Montana",250000,258250,261200,280000,280000
"Sweet Grass County, Montana",195000,189000,203000,222500,222500
"Teton County, Montana",179000,178900,203000,219500,219500
"Toole County, Montana",164900,178900,203000,219500,219500
"Treasure County, Montana",164900,178900,203000,219500,219500
"Valley County, Montana",164900,178900,203000,219500,219500
"Wheatland County, Montana",164900,178900,203000,219500,219500
"Wibaux County, Montana",164900,178900,203000,219500,219500
"Yellowstone County, Montana",239900,249000,276000,335900,335900
"Adams County, Nebraska",144000,153000,165000,180000,180000
"Antelope County, Nebraska",144000,153000,165000,180000,180000
"Arthur County, Nebraska",144000,153000,165000,180000,180000
"Banner County, Nebraska",144000,153000,165000,180000,180000
"Blaine County, Nebraska",144000,153000,165000,180000,180000
"Boone County, Nebraska",145000,153000,165000,180000,180000
"Box Butte County, Nebraska",144000,153000,165000,180000,180000
"Boyd County, Nebraska",144000,153000,165000,180000,180000
"Brown County, Nebraska",144000,153000,165000,180000,180000
"Buffalo County, Nebraska",179900,188000,205000,225000,225000
"Burt County, Nebraska",144000,153000,165000,180000,180000
"Butler County, Nebraska",144000,153000,165000,180000,180000
"Cass County, Nebraska",179900,189000,212500,236000,236000
"Cedar County, Nebraska",144000,153000,165000,180000,180000
"Chase County, Nebraska",144000,153000,165000,180000,180000
"Cherry County, Nebraska",144000,153000,165000,180000,180000
"Cheyenne County, Nebraska",144750,153000,165000,180000,180000
"Clay County, Nebraska",144000,153000,165000,180000,180000
"Colfax County, Nebraska",144000,153000,165000,180000,180000
"Cuming County, Nebraska",144000,153000,165000,180000,180000
"Custer County, Nebraska",144000,153000,165000,180000,180000
"Dakota County, Nebraska",148000,158500,179000,195000,195000
"Dawes County, Nebraska",144000,153000,165000,180000,180000
"Dawson County, Nebraska",144000,153000,165000,180000,180000
"Deuel County, Nebraska",144000,153000,165000,180000,180000
"Dixon County, Nebraska",148000,158500,179000,195000,195000
"Dodge County, Nebraska",147000,156500,169500,180000,180000
"Douglas County, Nebraska",179900,189000,212500,236000,236000
"Dundy County, Nebraska",144000,153000,165000,180000,180000
"Fillmore County, Nebraska",144000,153000,165000,180000,180000
"Franklin County, Nebraska",144000,153000,165000,180000,180000
"Frontier County, Nebraska",144000,153000,165000,180000,180000
"Furnas County, Nebraska",144000,153000,165000,180000,180000
"Gage County, Nebraska",144000,153000,165000,180000,180000
"Garden County, Nebraska",144000,153000,165000,180000,180000
"Garfield County, Nebraska",144000,153000,165000,180000,180000
"Gosper County, Nebraska",144000,153000,165000,180000,180000
"Grant County, Nebraska",144000,153000,165000,180000,180000
"Greeley County, Nebraska",144000,153000,165000,180000,180000
"Hall County, Nebraska",152250,158500,175000,205000,205000
"Hamilton County, Nebraska",145500,153000,165000,180000,180000
"Harlan County, Nebraska",144000,153000,165000,180000,180000
"Hayes County, Nebraska",144000,153000,165000,180000,180000
"Hitchcock County, Nebraska",144000,153000,165000,180000,180000
"Holt County, Nebraska",144000,153000,165000,180000,180000
"Hooker County, Nebraska",144000,153000,165000,180000,180000
"Howard County, Nebraska",144000,153000,165000,180000,180000
"Jefferson County, Nebraska",144000,153000,165000,180000,180000
"Johnson County, Nebraska",144000,153000,165000,180000,180000
"Kearney County, Nebraska",153500,156500,165000,180000,180000
"Keith County, Nebraska",144000,153000,165000,180000,180000
"Keya Paha County, Nebraska",144000,153000,165000,180000,180000
"Kimball County, Nebraska",144000,153000,165000,180000,180000
"Knox County, Nebraska",144000,153000,165000,180000,180000
"Lancaster County, Nebraska",170000,182000,205000,229900,229900
"Lincoln County, Nebraska",147500,153000,165000,180000,180000
"Logan County, Nebraska",144000,153000,165000,180000,180000
"Loup County, Nebraska",144000,153000,165000,180000,180000
"McPherson County, Nebraska",144000,153000,165000,180000,180000
"Madison County, Nebraska",170000,171500,185000,210000,210000
"Merrick County, Nebraska",144000,153000,165000,180000,180000
"Morrill County, Nebraska",144000,153000,165000,180000,180000
"Nance County, Nebraska",144000,153000,165000,180000,180000
"Nemaha County, Nebraska",144000,153000,165000,180000,180000
"Nuckolls County, Nebraska",144000,153000,165000,180000,180000
"Otoe County, Nebraska",144000,153000,165000,180000,180000
"Pawnee County, Nebraska",144000,153000,165000,180000,180000
"Perkins County, Nebraska",144000,153000,165000,180000,180000
"Phelps County, Nebraska",144000,153000,165000,180000,180000
"Pierce County, Nebraska",144000,153000,165000,180000,180000
"Platte County, Nebraska",165000,172700,197000,220000,220000
"Polk County, Nebraska",144000,153000,165000,180000,180000
"Red Willow County, Nebraska",144000,153000,165000,180000,180000
"Richardson County, Nebraska",144000,153000,165000,180000,180000
"Rock County, Nebraska",144000,153000,165000,180000,180000
"Saline County, Nebraska",144000,153000,165000,180000,180000
"Sarpy County, Nebraska",194000,204000,236000,260000,260000
"Saunders County, Nebraska",160500,165000,182000,214000,214000
"Scotts Bluff County, Nebraska",147000,153000,165000,180000,180000
"Seward County, Nebraska",171000,175250,185000,194950,194950
"Sheridan County, Nebraska",144000,153000,165000,180000,180000
"Sherman County, Nebraska",144000,153000,165000,180000,180000
"Sioux County, Nebraska",144000,153000,165000,180000,180000
"Stanton County, Nebraska",144000,153000,165000,180000,180000
"Thayer County, Nebraska",144000,153000,165000,180000,180000
"Thomas County, Nebraska",144000,153000,165000,180000,180000
"Thurston County, Nebraska",144000,153000,165000,180000,180000
"Valley County, Nebraska",144000,153000,165000,180000,180000
"Washington County, Nebraska",181275,190000,227000,245000,245000
"Wayne County, Nebraska",144000,153000,165000,180000,180000
"Webster County, Nebraska",144000,153000,165000,180000,180000
"Wheeler County, Nebraska",144000,153000,165000,180000,180000
"York County, Nebraska",144000,153000,165000,180000,180000
"Churchill County, Nevada",205000,240000,265000,296827.5,296827.5
"Clark County, Nevada",259000,270000,295000,355000,355000
"Douglas County, Nevada",377000,395000,430000,490000,490000
"Elko County, Nevada",239500,250000,275000,289425,289425
"Esmeralda County, Nevada",164900,178900,203000,219500,219500
"Eureka County, Nevada",164900,178900,203000,219500,219500
"Humboldt County, Nevada",207000,216500,235000,252000,252000
"Lander County, Nevada",167400,178900,203000,219500,219500
"Lincoln County, Nevada",164900,178900,203000,219500,219500
"Lyon County, Nevada",260000,273500,312000,364900,364900
"Mineral County, Nevada",164900,178900,203000,219500,219500
"Nye County, Nevada",203500,225000,263000,315000,315000
"Pershing County, Nevada",164900,178900,203000,219500,219500
"Storey County, Nevada",321525,345000,381000,451000,451000
"Washoe County, Nevada",322000,345000,382000,451500,451500
"White Pine County, Nevada",164900,178900,203000,219500,219500
"Belknap County, New Hampshire",225000,258000,300000,320000,320000
"Carroll County, New Hampshire",226500,247750,310000,325000,325000
"Cheshire County, New Hampshire",199000,215000,251125,275000,275000
"Coos County, New Hampshire",164900,178900,203000,219500,219500
"Grafton County, New Hampshire",217500,240000,275264.5,289900,289900
"Hillsborough County, New Hampshire",290000,314900,360000,405000,405000
"Merrimack County, New Hampshire",255000,271000,315000,370000,370000
"Rockingham County, New Hampshire",410000,450000,510000,560000,560000
"Strafford County, New Hampshire",259000,282000,319900,352000,352000
"Sullivan County, New Hampshire",170000,178900,211000,247400,247400
"Atlantic County, New Jersey",194581,219900,260000,284950,284950
"Bergen County, New Jersey",425700,450000,524000,550000,550000
"Burlington County, New Jersey",232000,249900,280000,310000,310000
"Camden County, New Jersey",232000,249900,280000,305000,305000
"Cape May County, New Jersey",250000,280000,340000,369450,369450
"Cumberland County, New Jersey",164900,178900,203000,219500,219500
"Essex County, New Jersey",350000,376646,450000,476000,476000
"Gloucester County, New Jersey",232000,249900,280000,305000,305000
"Hudson County, New Jersey",405000,430000,485000,530000,530000
"Hunterdon County, New Jersey",376300,399900,450000,480000,480000
"Mercer County, New Jersey",245000,255000,300000,325000,325000
"Middlesex County, New Jersey",340000,360000,415000,454000,454000
"Monmouth County, New Jersey",387000,420000,485000,525000,525000
"Morris County, New Jersey",389900,410000,475000,515000,515000
"Ocean County, New Jersey",333000,355000,415000,461000,461000
"Passaic County, New Jersey",385000,415000,475000,510000,510000
"Salem County, New Jersey",232000,249900,280000,305000,305000
"Somerset County, New Jersey",360000,390875,455000,490000,490000
"Sussex County, New Jersey",340000,365000,428000,465000,465000
"Union County, New Jersey",340000,365000,428000,467500,467500
"Warren County, New Jersey",235000,250000,290000,310000,310000
"Bernalillo County, New Mexico",190000,210000,237000,270000,270000
"Catron County, New Mexico",178771.4219,178900,203000,219500,219500
"Chaves County, New Mexico",164900,178900,203000,219500,219500
"Cibola County, New Mexico",164900,178900,203000,219500,219500
"Colfax County, New Mexico",229750,234500,242750,248500,248500
"Curry County, New Mexico",164900,178900,203000,219500,219500
"De Baca County, New Mexico",164900,178900,203000,219500,219500
"Dona Ana County, New Mexico",176000,185000,208362,245875,245875
"Eddy County, New Mexico",205000,232500,233000,245500,245500
"Grant County, New Mexico",165000,178900,203000,219500,219500
"Guadalupe County, New Mexico",164900,178900,203000,219500,219500
"Harding County, New Mexico",164900,178900,203000,219500,219500
"Hidalgo County, New Mexico",164900,178900,203000,219500,219500
"Lea County, New Mexico",184900,197000,206000,220000,220000
"Lincoln County, New Mexico",195000,224825,285000,309000,309000
"Los Alamos County, New Mexico",308233,340000,385000,425000,425000
"Luna County, New Mexico",164900,178900,203000,219500,219500
"McKinley County, New Mexico",164900,178900,203000,219500,219500
"Mora County, New Mexico",164900,178900,203000,219500,219500
"Otero County, New Mexico",164900,178900,203000,219500,219500
"Quay County, New Mexico",164900,178900,203000,219500,219500
"Rio Arriba County, New Mexico",168500,178900,207000,231500,231500
"Roosevelt County, New Mexico",164900,178900,203000,219500,219500
"Sandoval County, New Mexico",189000,211000,245000,290000,290000
"San Juan County, New Mexico",182434,190250,205000,219500,219500
"San Miguel County, New Mexico",164900,178900,203000,219500,219500
"Santa Fe County, New Mexico",289683.5,310000,365000,400000,400000
"Sierra County, New Mexico",164900,178900,203000,219500,219500
"Socorro County, New Mexico",164900,178900,203000,219500,219500
"Taos County, New Mexico",278375,285602.5625,314000,375000,375000
"Torrance County, New Mexico",189000,206750,235000,270000,270000
"Union County, New Mexico",164900,178900,203000,219500,219500
"Valencia County, New Mexico",189000,206750,235000,270000,270000
"Albany County, New York",215200,220000,241000,260000,260000
"Allegany County, New York",140000,152500,180000,183000,183000
"Bronx County, New York",525000,550000,599000,650000,650000
"Broome County, New York",140000,152500,180000,183000,183000
"Cattaraugus County, New York",140000,152500,180000,183000,183000
"Cayuga County, New York",140000,152500,180000,183000,183000
"Chautauqua County, New York",140000,152500,180000,183000,183000
"Chemung County, New York",140000,152500,180000,183000,183000
"Chenango County, New York",140000,152500,180000,183000,183000
"Clinton County, New York",150000,163300,180000,185500,185500
"Columbia County, New York",225000,240000,310000,325000,325000
"Cortland County, New York",140000,152500,180000,183000,183000
"Delaware County, New York",160000,154250,197000,239031.5,239031.5
"Dutchess County, New York",283500,300000,350000,387250,387250
"Erie County, New York",169900,182000,205000,235000,235000
"Essex County, New York",155000,159000,220000,239000,239000
"Franklin County, New York",140000,152500,180000,183000,183000
"Fulton County, New York",140000,152500,180000,183000,183000
"Genesee County, New York",140000,152500,180000,183000,183000
"Greene County, New York",179000,185000,263500,269000,269000
"Hamilton County, New York",173000,183750,220000,229900,229900
"Herkimer County, New York",140000,152500,180000,183000,183000
"Jefferson County, New York",140000,152500,180000,183000,183000
"Kings County, New York",612000,610000,660000,736250,736250
"Lewis County, New York",140000,152500,180000,183000,183000
"Livingston County, New York",153950,163750,182500,200000,200000
"Madison County, New York",141900,152500,180000,183000,183000
"Monroe County, New York",153950,163750,183000,202450,202450
"Montgomery County, New York",140000,152500,180000,183000,183000
"Nassau County, New York",483000,507000,561000,625000,625000
"New York County, New York",546865,587750,590000,644450,644450
"Niagara County, New York",165000,175000,199000,225000,225000
"Oneida County, New York",140000,152500,180000,183000,183000
"Onondaga County, New York",144900,154900,180000,185000,185000
"Ontario County, New York",186000,203000,226000,236500,236500
"Orange County, New York",280000,295000,344000,385000,385000
"Orleans County, New York",153950,163750,182500,200000,200000
"Oswego County, New York",141900,152500,180000,183000,183000
"Otsego County, New York",146307.5,152500,180000,190000,190000
"Putnam County, New York",520000,535000,575000,644450,644450
"Queens County, New York",560000,575000,640000,695000,695000
"Rensselaer County, New York",210000,216000,240000,255000,255000
"Richmond County, New York",530000,547900,575000,644450,644450
"Rockland County, New York",520000,535000,575000,644450,644450
"St. Lawrence County, New York",140000,152500,180000,183000,183000
"Saratoga County, New York",265000,273000,301000,325000,325000
"Schenectady County, New York",210000,216000,240000,255000,255000
"Schoharie County, New York",210000,216000,240000,255000,255000
"Schuyler County, New York",148000,152500,180000,183000,183000
"Seneca County, New York",140000,152500,180000,183000,183000
"Steuben County, New York",140000,152500,180000,183000,183000
"Suffolk County, New York",425000,450000,509000,560000,560000
"Sullivan County, New York",173000,187000,245000,270000,270000
"Tioga County, New York",140000,152500,180000,183000,183000
"Tompkins County, New York",215000,216000,240000,262000,262000
"Ulster County, New York",240000,252250,300000,345000,345000
"Warren County, New York",184000,196730,240500,243100,243100
"Washington County, New York",171500,180000,211000,219812.5,219812.5
"Wayne County, New York",153950,163750,182500,200000,200000
"Westchester County, New York",490000,520000,585000,625000,625000
"Wyoming County, New York",140000,152500,180000,183000,183000
"Yates County, New York",162000,165000,180000,183000,183000
"Alamance County, North Carolina",173400,188500,208000,248000,248000
"Alexander County, North Carolina",164900,179000,208750,228000,228000
"Alleghany County, North Carolina",164900,178900,203000,219500,219500
"Anson County, North Carolina",164900,178900,203000,219500,219500
"Ashe County, North Carolina",172900,184855.0625,215000,230000,230000
"Avery County, North Carolina",180000,189000,210000,235000,235000
"Beaufort County, North Carolina",164900,178900,203000,219500,219500
"Bertie County, North Carolina",164900,178900,203000,219500,219500
"Bladen County, North Carolina",164900,178900,203000,219500,219500
"Brunswick County, North Carolina",229900,255000,310000,330858,330858
"Buncombe County, North Carolina",270315,290000,330000,384500,384500
"Burke County, North Carolina",164900,179000,208750,228000,228000
"Cabarrus County, North Carolina",217000,238800,270500,322500,322500
"Caldwell County, North Carolina",164900,179000,208750,228000,228000
"Camden County, North Carolina",220000,226000,249250,274500,274500
"Carteret County, North Carolina",235000,250000,329450,331500,331500
"Caswell County, North Carolina",164900,178900,203000,219500,219500
"Catawba County, North Carolina",169000,185000,220000,230000,230000
"Chatham County, North Carolina",260000,277500,320000,375000,375000
"Cherokee County, North Carolina",164900,178900,203000,228500,228500
"Chowan County, North Carolina",165000,178900,203000,219500,219500
"Clay County, North Carolina",170000,178900,209600,236752.5,236752.5
"Cleveland County, North Carolina",164900,178900,203000,220046,220046
"Columbus County, North Carolina",164900,178900,203000,219500,219500
"Craven County, North Carolina",164900,178900,203000,219500,219500
"Cumberland County, North Carolina",164900,178900,203000,219500,219500
"Currituck County, North Carolina",270900,285000,323750,369950,369950
"Dare County, North Carolina",315000,343500,405650,465000,465000
"Davidson County, North Carolina",164900,178900,203000,229950,229950
"Davie County, North Carolina",181500,191000,214875,236975,236975
"Duplin County, North Carolina",164900,178900,203000,219500,219500
"Durham County, North Carolina",260000,274000,310000,375000,375000
"Edgecombe County, North Carolina",164900,178900,203000,219500,219500
"Forsyth County, North Carolina",169000,189250,210000,242000,242000
"Franklin County, North Carolina",248000,267000,295246,356000,356000
"Gaston County, North Carolina",217000,238800,270500,322500,322500
"Gates County, North Carolina",164900,178900,203000,219500,219500
"Graham County, North Carolina",164900,178900,203000,219500,219500
"Granville County, North Carolina",205700,229000,245000,270000,270000
"Greene County, North Carolina",164900,178900,203000,219500,219500
"Guilford County, North Carolina",172000,190000,215000,237000,237000
"Halifax County, North Carolina",164900,178900,203000,219500,219500
"Harnett County, North Carolina",166250,180000,219950,244900,244900
"Haywood County, North Carolina",199000,209438.7188,240750,275000,275000
"Henderson County, North Carolina",260000,280000,322835,365000,365000
"Hertford County, North Carolina",164900,178900,203000,219500,219500
"Hoke County, North Carolina",164900,178900,203000,219500,219500
"Hyde County, North Carolina",278500,319142.8438,354385.9688,354385.9688,354385.9688
"Iredell County, North Carolina",210500,236000,260000,298750,298750
"Jackson County, North Carolina",185000,196000,236900,262500,262500
"Johnston County, North Carolina",248000,267000,295246,356000,356000
"Jones County, North Carolina",164900,178900,203000,219500,219500
"Lee County, North Carolina",164900,178900,203000,222250,222250
"Lenoir County, North Carolina",164900,178900,203000,219500,219500
"Lincoln County, North Carolina",201750,243000,265077.5,309950,309950
"McDowell County, North Carolina",164900,178900,203000,219500,219500
"Macon County, North Carolina",167500,178900,225000,255500,255500
"Madison County, North Carolina",260000,280000,322835,365000,365000
"Martin County, North Carolina",164900,178900,203000,219500,219500
"Mecklenburg County, North Carolina",237000,261000,299172.5,360000,360000
"Mitchell County, North Carolina",164900,178900,203000,219500,219500
"Montgomery County, North Carolina",219950,230000,255750,254000,254000
"Moore County, North Carolina",240000,246050,292500,359050,359050
"Nash County, North Carolina",164900,178900,203700,228500,228500
"New Hanover County, North Carolina",226000,247261,276500,313500,313500
"Northampton County, North Carolina",164900,178900,210000,219500,219500
"Onslow County, North Carolina",164900,178900,203000,219500,219500
"Orange County, North Carolina",315000,316500,382500,410000,410000
"Pamlico County, North Carolina",179000,200000,225000,235000,235000
"Pasquotank County, North Carolina",164900,178900,203000,219500,219500
"Pender County, North Carolina",230000,235000,310000,310000,310000
"Perquimans County, North Carolina",164900,178900,203000,219500,219500
"Person County, North Carolina",164900,178900,203000,219500,219500
"Pitt County, North Carolina",171000,188000,210000,235000,235000
"Polk County, North Carolina",215412.5,235000,250000,269000,269000
"Randolph County, North Carolina",165825,182000,206000,230000,230000
"Richmond County, North Carolina",164900,178900,203000,219500,219500
"Robeson County, North Carolina",164900,178900,203000,219500,219500
"Rockingham County, North Carolina",164900,178900,203000,219500,219500
"Rowan County, North Carolina",164900,178900,203000,239500,239500
"Rutherford County, North Carolina",164900,178900,203000,225950,225950
"Sampson County, North Carolina",164900,178900,203000,219500,219500
"Scotland County, North Carolina",164900,178900,203000,219500,219500
"Stanly County, North Carolina",175000,193000,221000,260100,260100
"Stokes County, North Carolina",167000,187000,206911,235123,235123
"Surry County, North Carolina",164900,178900,203000,219500,219500
"Swain County, North Carolina",174000,179642.5,203000,220000,220000
"Transylvania County, North Carolina",205000,218500,251000,285000,285000
"Tyrrell County, North Carolina",164900,178900,203000,219500,219500
"Union County, North Carolina",230000,249100,282000,340000,340000
"Vance County, North Carolina",164900,178900,203000,219500,219500
"Wake County, North Carolina",269945.5,289000,325000,390000,390000
"Warren County, North Carolina",211000,236750,271425,268500,268500
"Washington County, North Carolina",164900,178900,203000,219500,219500
"Watauga County, North Carolina",244000,264755,349000,365480,365480
"Wayne County, North Carolina",164900,178900,203000,219500,219500
"Wilkes County, North Carolina",164900,178900,203000,219500,219500
"Wilson County, North Carolina",164900,178900,203000,219500,219500
"Yadkin County, North Carolina",167000,187000,206911,235123,235123
"Yancey County, North Carolina",165269.8438,181000,213500,233857.75,233857.75
"Adams County, North Dakota",164900,178900,203000,219500,219500
"Barnes County, North Dakota",164900,178900,203000,219500,219500
"Benson County, North Dakota",164900,178900,203000,219500,219500
"Billings County, North Dakota",164900,178900,203000,219500,219500
"Bottineau County, North Dakota",180000,187000,203000,219500,219500
"Bowman County, North Dakota",165000,178900,203000,219500,219500
"Burke County, North Dakota",164900,178900,203000,219500,219500
"Burleigh County, North Dakota",279900,285000,309400,328000,328000
"Cass County, North Dakota",246000,247000,263500,301733,301733
"Cavalier County, North Dakota",164900,178900,203000,219500,219500
"Dickey County, North Dakota",164900,178900,203000,219500,219500
"Divide County, North Dakota",164900,178900,203000,219500,219500
"Dunn County, North Dakota",220000,225000,220350,235000,235000
"Eddy County, North Dakota",164900,178900,203000,219500,219500
"Emmons County, North Dakota",164900,178900,203000,219500,219500
"Foster County, North Dakota",164900,178900,203000,219500,219500
"Golden Valley County, North Dakota",164900,178900,203000,219500,219500
"Grand Forks County, North Dakota",233000,244500,248000,267500,267500
"Grant County, North Dakota",164900,178900,203000,219500,219500
"Griggs County, North Dakota",164900,178900,203000,219500,219500
"Hettinger County, North Dakota",164900,178900,203000,219500,219500
"Kidder County, North Dakota",164900,178900,203000,219500,219500
"LaMoure County, North Dakota",164900,178900,203000,219500,219500
"Logan County, North Dakota",164900,178900,203000,219500,219500
"McHenry County, North Dakota",164900,178900,203000,219500,219500
"McIntosh County, North Dakota",164900,178900,203000,219500,219500
"McKenzie County, North Dakota",255000,256250,269000,282250,282250
"McLean County, North Dakota",179950,186000,203000,219500,219500
"Mercer County, North Dakota",214000,215000,219900,219500,219500
"Morton County, North Dakota",269900,274900,297000,314900,314900
"Mountrail County, North Dakota",183000,178900,203000,219500,219500
"Nelson County, North Dakota",164900,178900,203000,219500,219500
"Oliver County, North Dakota",217500,215000,203600,314900,314900
"Pembina County, North Dakota",164900,178900,203000,219500,219500
"Pierce County, North Dakota",164900,178900,203000,219500,219500
"Ramsey County, North Dakota",164900,178900,203000,219500,219500
"Ransom County, North Dakota",164900,178900,203000,219500,219500
"Renville County, North Dakota",164900,178900,203000,219500,219500
"Richland County, North Dakota",164900,178900,203000,219500,219500
"Rolette County, North Dakota",164900,178900,203000,219500,219500
"Sargent County, North Dakota",164900,178900,203000,219500,219500
"Sheridan County, North Dakota",164900,178900,203000,219500,219500
"Sioux County, North Dakota",164900,178900,203000,219500,219500
"Slope County, North Dakota",164900,178900,203000,219500,219500
"Stark County, North Dakota",264200,269900,280000,294900,294900
"Steele County, North Dakota",164900,178900,203000,219500,219500
"Stutsman County, North Dakota",180000,180000,203000,219500,219500
"Towner County, North Dakota",164900,178900,203000,219500,219500
"Traill County, North Dakota",164900,178900,203000,219500,219500
"Walsh County, North Dakota",164900,178900,203000,219500,219500
"Ward County, North Dakota",208000,215000,235000,254900,254900
"Wells County, North Dakota",164900,178900,203000,219500,219500
"Williams County, North Dakota",264000,270000,285000,299900,299900
"Adams County, Ohio",131325,140000,155000,164900,164900
"Allen County, Ohio",131325,140000,155000,164900,164900
"Ashland County, Ohio",131325,140000,155000,164900,164900
"Ashtabula County, Ohio",131325,140000,155000,164900,164900
"Athens County, Ohio",152000,160000,170000,180500,180500
"Auglaize County, Ohio",131325,140000,155000,164900,164900
"Belmont County, Ohio",135000,140000,155000,164900,164900
"Brown County, Ohio",131325,140000,155000,179950,179950
"Butler County, Ohio",171000,179000,205000,225000,225000
"Carroll County, Ohio",141000,145000,159900,168000,168000
"Champaign County, Ohio",136950,143000,160000,179450,179450
"Clark County, Ohio",131325,140000,155000,164900,164900
"Clermont County, Ohio",170000,180000,206000,230000,230000
"Clinton County, Ohio",139900,146000,169700,179900,179900
"Columbiana County, Ohio",131325,140000,155000,164900,164900
"Coshocton County, Ohio",131325,140000,155000,164900,164900
"Crawford County, Ohio",131325,140000,155000,164900,164900
"Cuyahoga County, Ohio",147900,157000,175000,185000,185000
"Darke County, Ohio",131325,140000,155000,164900,164900
"Defiance County, Ohio",131325,140000,155000,164900,164900
"Delaware County, Ohio",275000,291967.5,330000,372900,372900
"Erie County, Ohio",138000,149500,164950,168250,168250
"Fairfield County, Ohio",190000,212000,238000,265000,265000
"Fayette County, Ohio",131325,140000,155000,164900,164900
"Franklin County, Ohio",190000,208000,238000,265000,265000
"Fulton County, Ohio",135000,142900,155000,165000,165000
"Gallia County, Ohio",131325,140000,155000,164900,164900
"Geauga County, Ohio",229000,245000,270500,286000,286000
"Greene County, Ohio",150000,168000,194300,205000,205000
"Guernsey County, Ohio",132500,140000,155000,164900,164900
"Hamilton County, Ohio",165000,179000,205000,225000,225000
"Hancock County, Ohio",155000,167750,180900,190000,190000
"Hardin County, Ohio",131325,140000,155000,164900,164900
"Harrison County, Ohio",131325,140000,155000,164900,164900
"Henry County, Ohio",131325,140000,155000,164900,164900
"Highland County, Ohio",131325,140000,155000,164900,164900
"Hocking County, Ohio",139450,147950,175000,185000,185000
"Holmes County, Ohio",143750,155000,172450,179250,179250
"Huron County, Ohio",131325,140000,155000,164900,164900
"Jackson County, Ohio",131325,140000,155000,164900,164900
"Jefferson County, Ohio",131325,140000,155000,164900,164900
"Knox County, Ohio",143250,154633.5625,175000,187000,187000
"Lake County, Ohio",148950,157000,175000,185000,185000
"Lawrence County, Ohio",131325,140000,155000,164900,164900
"Licking County, Ohio",190000,208000,238000,265000,265000
"Logan County, Ohio",138950,150000,172000,188500,188500
"Lorain County, Ohio",147900,157000,175000,185000,185000
"Lucas County, Ohio",135000,142900,155000,164900,164900
"Madison County, Ohio",190000,208000,238000,265000,265000
"Mahoning County, Ohio",131325,140000,155000,164900,164900
"Marion County, Ohio",131325,140000,155000,164900,164900
"Medina County, Ohio",192500,208000,231500,255000,255000
"Meigs County, Ohio",131325,140000,155000,164900,164900
"Mercer County, Ohio",137950,141000,162000,168000,168000
"Miami County, Ohio",139900,154000,172500,175000,175000
"Monroe County, Ohio",131325,140000,155000,164900,164900
"Montgomery County, Ohio",131325,142000,161100,175000,175000
"Morgan County, Ohio",131325,140000,155000,164900,164900
"Morrow County, Ohio",190000,208000,238000,265000,265000
"Muskingum County, Ohio",134900,144250,164950,174900,174900
"Noble County, Ohio",133000,140000,155000,164900,164900
"Ottawa County, Ohio",146000,165000,175100,183780.8125,183780.8125
"Paulding County, Ohio",131325,140000,155000,164900,164900
"Perry County, Ohio",134900,140000,162675,170075,170075
"Pickaway County, Ohio",190000,208000,238000,265000,265000
"Pike County, Ohio",131325,140000,155000,164900,164900
"Portage County, Ohio",160000,167000,180000,196250,196250
"Preble County, Ohio",132000,140000,155000,164900,164900
"Putnam County, Ohio",131325,140000,155000,164900,164900
"Richland County, Ohio",131325,140000,155000,164900,164900
"Ross County, Ohio",135000,142000,163250,180000,180000
"Sandusky County, Ohio",131325,140000,155000,164900,164900
